Text,True_Hate,Pred_Hate,Error_Type
上 帝 粒 子 真 不 像 个 科 学 名 词 ， 倒 像 哲 学 名 词 。 不 过 它 对 于 ， 最 后 一 种 未 被 发 现 的 基 本 粒 子 ， 也 是 解 释 物 质 质 量 之 谜 的 最 重 要 粒 子 来 说,1,0,漏报(FN)
也 就 针 对 满 清 的 时 候 想 起 来 河 南 是 汉 地 之 一 了 ， 河 南 这 些 年 的 发 展 有 目 共 睹 ， 农 村 人 打 工 一 年 见 不 到 两 次 面 ， 被 留 在 家 里 的 老 人 孤 独 了 、 生 病,1,0,漏报(FN)
咱 们 不 信 上 帝 ， 而 且 这 四 个 ， 有 三 个 在 东 亚 都 没 有 啥 市 场 占 有 率 ， 也 就 是 西 方 自 己 玩 的 罢 了,1,0,漏报(FN)
后 叮 咚 鸡 时 代 基 层 控 制 减 弱 带 来 的 一 些 问 题 ， 不 过 在 内 地 问 题 不 大 ， 地 下 教 会 老 登 居 多 。 但 是 在 西 北 控 制 不 能 放 弃 一 丝 一 毫 ， 否 则 埃 苏 丹 整 的,1,0,漏报(FN)
从 翰 林 院 里 拉 三 个 出 来 作 为 东 方 的 博 士 ， 把 他 们 带 去 罗 马 给 教 皇 见 识 见 识,1,0,漏报(FN)
大 师 ！ 想 起 那 些 曾 经 能 上 天 后 来 入 地 的 大 师 们 。 / / @ 春 眼 秋 手 : 哈 哈 ， 能 变 出 鱼 肉 ， 走 耶 稣 范 儿 吗 。 县 长 追 随 大 师 了 ？ / / @ 花 如 掌 灯 : 这,0,1,误报(FP)
在 女 厕 所 挖 地 道 被 虐 死 了 / / @ lythrumshu : 在 秦 朝 剪 指 甲 被 上 帝 带 走 了 ・ ・ ・ ・ ・ 这 是 很 大 的 罪 过 么 ・ ・ ・ / / @ sasha 小 178 ： 在 赌 博 自 残 被,1,0,漏报(FN)
修 女 也 疯 狂 ？,0,1,误报(FP)
欧 洲 在 中 世 纪 ， 各 方 面 是 严 重 落 后 于 中 國 的 。 仅 少 数 宗 教 人 士 与 贵 族 有 书 识 字 ， 大 多 是 文 肓 及 奴 隶 。 歌 德 讲 过 ， 当 我 们 祖 先 生 活 在 森 林 中 ， 中,0,1,误报(FP)
特 朗 普 怒 斥 华 盛 顿 国 家 教 堂 主 教 http : / / t. cn / a63uyihy 应 该 是 憋 了 一 天 ， 这 个 不 发 泄 出 来 估 计 都 睡 不 着 觉,0,1,误报(FP)
神 棍 们 为 了 聚 财 满 足 自 己 超 越 九 位 数 的 财 富 生 活 ， 基 本 都 会 洗 脑 控 制 教 徒 ， 在 教 义 里 写 着 虚 伪 的 话 语,0,1,误报(FP)
吧 友 还 真 猜 对 了 ， 俄 罗 斯 欠 一 屁 股 债 ， 英 格 兰 毛 都 没 看 见 ， 新 教 还 真 是 臭 鱼 烂 虾 啊,0,1,误报(FP)
上 帝 叫 你 灭 亡 ， 必 先 叫 你 疯 狂 。 / / @ 肖 小 猛 : [ 怒 ] 他 们 会 遭 报 应 滴 [ 鄙 视 ] / / @ 张 浩 marco 舞 编 : 这 帮 混 蛋,0,1,误报(FP)
过 去 的 美 帝 养 正 规 政 府 当 狗 搞 世 俗 化 现 在 的 美 帝 养 恐 怖 分 子 玩 极 端 教 义 真 是 一 代 不 如 一 代,0,1,误报(FP)
孩 子 的 死 是 上 帝 的 美 意 ？ ！ 因 为 没 花 一 分 钱 全 中 国 都 知 道 了 ？ ！ 感 谢 上 帝 替 你 们 做 了 这 么 大 宣 传 ？ ！ 还 能 说 出 更 不 要 脸 的 话 吗 ？ / / @ 十 一 :,0,1,误报(FP)
